Field (nT),Atten,Atten_err
0.5007751937984496,31.74092602737997,0.11177642362121995
0.6558139534883721,32.655394086077905,0.05322876531557063
0.8108527131782947,33.956971800254905,0.03993323830664553
0.9658914728682171,34.45835812388853,0.17907184254925057
1.1209302325581396,33.598879428200036,0.21783400231836383
1.2759689922480622,31.037566498832007,0.3482000667601356
1.4310077519379845,28.071869843117952,0.184602501108842
1.586046511627907,26.17088197978336,0.10370689822977705
1.7410852713178295,23.92973361674433,0.17896552700177767
1.8961240310077518,22.477234412955255,0.11696645706608748
