Field (nT),Atten,Atten_err
0.5007751937984496,51.82367547340874,1.7678505829578135
0.6558139534883721,47.85058202638959,1.4479086089579027
0.8108527131782947,43.2690697159434,1.3504662038928357
0.9658914728682171,37.4949992908505,0.987656440407568
1.1209302325581396,34.881834685477,0.903771815275586
1.2759689922480622,32.543366196270284,1.3311383845459288
1.4310077519379845,30.934734644961054,0.30119770576593025
1.586046511627907,29.483056533129542,0.2929082877698629
1.7410852713178295,26.62153048442289,0.28089516971727163
1.8961240310077518,25.363491919019225,0.11936998614256852
